model,contrast,target_budget_seconds,reference_budget_seconds,subject_id,delta_balanced_accuracy,delta_macro_f1,delta_low_recall,delta_high_recall,delta_precision,delta_accuracy
lightgbm,1200s_minus_900s,1200,900,a02151ac,-0.0047704330587167165,-0.005090434106314046,-0.013291342099260195,0.003750475981826762,-0.00017600113059346167,-0.002676104951047198
lightgbm,1200s_minus_900s,1200,900,a1721173,0.0,0.0,0.0,0.0,0.0,0.0
lightgbm,1200s_minus_900s,1200,900,a1b210fc,0.017985564043406788,0.022045864564340878,0.03928610487117801,-0.003314976784364543,0.010142885088887721,0.016478078135980234
lightgbm,1200s_minus_900s,1200,900,b0700166,0.008781630238303473,0.00281939958406785,0.03224566337297774,-0.014682402896370461,-0.0006227128194238318,-0.001268374675864381
lightgbm,1200s_minus_900s,1200,900,b112005d,0.0016218300210222303,0.007381766077188434,-0.013213420961604827,0.016457081003649177,-0.001155795566482154,0.010836920231613978
lightgbm,1200s_minus_900s,1200,900,b1c2f044,-0.002440901159582398,0.0010003758578917,-0.01138798557849463,0.006506183259329945,0.003979956131126894,0.0025549989578765864
lightgbm,1200s_minus_900s,1200,900,c060c06a,0.012615305688851608,0.02151944718746679,0.016902629021970483,0.008327982355733066,0.01899720675765204,0.020987305137267875
lightgbm,1200s_minus_900s,1200,900,c112918e,0.0015222392993847755,0.001381223868700654,-0.008186965198261675,0.011231443797030893,-0.0018868726600216323,0.0015255640214784094
lightgbm,1200s_minus_900s,1200,900,c1a150b1,0.02945890427292508,0.04189365436716963,0.004011593609652531,0.05490621493619818,0.007050641008425673,0.03500140039587896
lightgbm,1200s_minus_900s,1200,900,d0724095,-0.002361047565114127,-0.0029318337852978216,-0.004946751466751276,0.00022465633652313244,-0.0020992551796364944,-0.0012376844697462586
lightgbm,1200s_minus_900s,1200,900,d0e2d025,0.005681052919487284,0.012226777666654809,-0.019654381339242022,0.03101648717821659,0.00984296327297296,0.013784840928001696
lightgbm,1200s_minus_900s,1200,900,d111e017,0.0023378552200606917,0.002372512382028069,0.006086645184389616,-0.001410934744268122,0.0019191731055888672,0.002309879175550922
lightgbm,1200s_minus_900s,1200,900,d151b0c4,0.0049492453286758,0.004009532381126779,-0.010930168675233887,0.020828659332585486,0.0010371783876544916,0.002563180891724026
lightgbm,1200s_minus_900s,1200,900,d18000a3,-0.0023398554605658095,-0.0017512064519075166,-0.007708393363484056,0.003028682442352326,-0.001607924219586443,0.002566749123413148
lightgbm,1200s_minus_900s,1200,900,f0f2a1e1,-0.011688261432227676,-0.00648852713270387,-0.059177719723028654,0.03580119685857286,-0.0076077196653718815,-0.007401640021981848
lightgbm,1200s_minus_900s,1200,900,f121f1e0,0.009467450535136646,0.013873867587817612,-0.0054467576033706555,0.024381658673644058,0.003617140274799757,0.012224402584632421
lightgbm,1200s_minus_900s,1200,900,f1a0c120,0.0016838121836940667,-0.0107852177505815,0.05011709885374127,-0.04674947448635314,0.0004006928155262379,-0.02541892134514212
lightgbm,1200s_minus_900s,1200,900,f1d06060,0.005546946101629757,0.009650014584528854,0.015940786073357027,-0.00484689387009718,0.006842292058843791,0.010369717862926398
lightgbm,1800s_minus_900s,1800,900,0001508a,0.0004245276227087258,-0.002914833031987807,-0.012516287039416318,0.013365342284833659,-0.008798472943935431,-0.006424079065588506
lightgbm,1800s_minus_900s,1800,900,0012905a,0.0026585494073365634,0.004458497518183502,-0.04482350704747029,0.05014060586214275,0.003671340886498231,0.00598185220064229
lightgbm,1800s_minus_900s,1800,900,0110f12e,0.003840104156464297,0.005951415869688614,-0.015314594918409918,0.022994803231338512,0.005028078213216602,0.006205193862606984
lightgbm,1800s_minus_900s,1800,900,0182e16c,-0.008582388083172132,-0.009250902416638063,0.038366416272349935,-0.055531192438693644,-0.00010522975487925468,-0.009112989971463703
lightgbm,1800s_minus_900s,1800,900,01c2a0d8,0.003234993771113248,0.007873829105380703,-0.031681822038154284,0.03815180958038111,-0.0013177320715362928,0.00995362039943326
lightgbm,1800s_minus_900s,1800,900,1081b177,0.0105914116507424,0.008589605585501925,0.031624143464342946,-0.010441320162858259,0.006830722856029814,-0.0004292079200879373
lightgbm,1800s_minus_900s,1800,900,20201194,0.00034823142625928227,0.011457849252988428,0.051835644601403996,-0.051139181748885765,-0.004270016108130825,0.013388796054098706
lightgbm,1800s_minus_900s,1800,900,2162c09e,0.0136236180251752,0.017800101999591034,0.015696185474909474,0.011551050575440702,0.005811151606308296,0.016398107996115963
lightgbm,1800s_minus_900s,1800,900,2182c1cd,-0.002082433791084637,-0.0018565831860561932,0.012533017200141328,-0.01669788478231049,-0.0009173678949483399,-0.001967113618580041
lightgbm,1800s_minus_900s,1800,900,219060fa,0.004829824699186136,0.0013423575107859298,0.04172735760971047,-0.03206770821133831,-0.005210034780361195,-0.0039056382193248806
lightgbm,1800s_minus_900s,1800,900,21a031f6,0.01612383970414144,0.022878779757688816,-0.023724669828644518,0.055972349236926844,-0.00490781260172557,0.016883373457638018
